"marsrutas","sustojimo data","M","BendrasAtstumas","BendrasSvoris","BendrasLaikas","BendraKaina"
293,2018-01-09,1,45.638,3981.05,"09:06",64.7
293,2018-01-10,1,85.201,5028.2,"09:03",84.6
293,2018-01-11,1,93.679,4329.8,"09:06",71
293,2018-01-12,1,93,6615.73,"06:01",63.54
293,2018-01-15,1,20.587,6017.55,"07:04",41.36
293,2018-01-16,1,209.457,5498.95,"09:30",52.94
293,2018-01-17,1,78.23,4753.35,"08:45",67.2
293,2018-01-18,1,46,2045.5,"03:32",24.92
293,2018-01-19,1,150,3113.9,"02:29",17.91
293,2018-01-23,1,201.317,5996,"08:57",53.75
293,2018-01-26,1,41.549,4372.45,"06:30",35.84
293,2018-01-29,1,52.402,7505.75,"06:53",49.04
293,2018-01-30,1,72,2009,"04:50",21.29
293,2018-01-31,1,78.886,6156.3,"09:00",77.86
294,2018-01-02,1,35.382,9790.45,"05:18",56.88
294,2018-01-03,1,31.41,1985.05,"03:16",20.91
294,2018-01-04,1,172.752,4975.65,"09:27",45.32
294,2018-01-05,1,156.538,2104.25,"10:19",35.7
294,2018-01-08,1,55.479,9060.57,"10:10",64.97
294,2018-01-09,1,67.207,8262.65,"09:10",55.28
294,2018-01-10,1,116.2,7311.65,"09:15",54.05
294,2018-01-12,1,90.556,5373.2,"08:26",54.53
294,2018-01-15,1,44.309,10823.2,"11:06",79.92
294,2018-01-16,1,16.778,3774.63,"09:47",54.02
294,2018-01-17,1,31.156,3689.9,"09:12",41.85
294,2018-01-18,1,33.581,5147.16,"09:40",54.99
294,2018-01-19,1,17.611,3491.9,"09:18",50.22
294,2018-01-22,1,28.599,2990.8,"06:07",31.56
294,2018-01-23,1,66.152,6029.7,"07:56",46.29
294,2018-01-24,1,25.341,2476.6,"05:52",33.66
294,2018-01-25,1,64,1626.4,"06:03",23.52
294,2018-01-26,1,30.026,4677.8,"05:17",40.29
298,2018-01-15,1,24.156,4208,"10:29",38.76
298,2018-01-16,1,22.571,5123.25,"10:13",45.04
298,2018-01-17,1,42.541,1865.3,"09:25",28.61
298,2018-01-18,1,38.763,3843.75,"08:38",40.19
298,2018-01-19,1,46.105,2157.51,"08:58",35.81
298,2018-01-22,1,37.71,4511.9,"09:30",34.23
298,2018-01-23,1,47.515,4811.8,"10:15",46.68
298,2018-01-24,1,29.989,2428.65,"08:54",21.2
298,2018-01-25,1,50.295,3393.15,"08:51",30.11
298,2018-01-26,1,42.998,4423.65,"09:06",39.42
298,2018-01-29,1,34.697,3455.6,"10:03",29.22
298,2018-01-30,1,54.39,2246.45,"10:11",35.22
298,2018-01-31,1,43.433,3886.05,"09:26",42.83
299,2018-01-02,1,55.772,3266,"10:39",26.42
299,2018-01-03,1,73.594,4997.85,"10:01",41.42
299,2018-01-04,1,25.616,4438.05,"07:29",37.81
299,2018-01-05,1,62.181,4824.45,"05:54",44.77
299,2018-01-08,1,47.344,3171.3,"06:59",50.89
299,2018-01-09,1,62.375,5463.85,"10:34",37.76
299,2018-01-10,1,48.579,3653.61,"09:03",51.81
299,2018-01-11,1,47.92,4463.1,"09:17",49.59
299,2018-01-12,1,45.82,7329.65,"08:34",49.93
299,2018-01-15,1,61.295,2553.05,"09:12",34.17
299,2018-01-16,1,36.464,5656.25,"09:21",42.58
299,2018-01-17,1,51.56,7460.35,"08:35",52.44
299,2018-01-18,1,43.351,6363.7,"09:30",56.48
299,2018-01-19,1,55.116,7356.25,"06:31",45.19
299,2018-01-22,1,37.996,4058.55,"07:36",35.06
299,2018-01-24,1,46.342,6030.4,"09:10",47.54
299,2018-01-25,1,69.616,5564.2,"09:13",53.33
299,2018-01-26,1,83.611,6864.1,"09:00",51.51
299,2018-01-29,1,53.625,7998.15,"10:58",49.19
299,2018-01-30,1,59.581,5910.55,"10:22",47.8
299,2018-01-31,1,61.952,5804.5,"09:05",58.87
301,2018-01-02,1,0,2765.8,"08:47",6.25
301,2018-01-04,1,0,1326.35,"09:33",4.55
301,2018-01-05,1,0,1152.6,"09:45",7.56
301,2018-01-06,1,0,0.85,"00:17",0.01
301,2018-01-09,1,0,1641.15,"10:24",10.15
301,2018-01-10,1,0,1566.11,"05:40",1.91
301,2018-01-11,1,0,1982.76,"08:53",1.94
301,2018-01-15,1,0,3522.1,"08:23",4.02
301,2018-01-16,1,0,2769.9,"08:30",6.37
301,2018-01-23,1,0,1239.85,"10:01",4.99
301,2018-01-25,1,0,3376.4,"10:48",6.41
301,2018-01-29,1,0,1898.25,"08:49",2.46
301,2018-01-30,1,0,475.1,"09:47",2.49
301,2018-01-31,1,0,9564.25,"09:25",4.26
302,2018-01-02,1,95.402,239.21,"09:09",23.97
302,2018-01-03,1,46.468,515.27,"09:20",31.17
302,2018-01-04,1,43.463,381.38,"09:20",31.26
302,2018-01-05,1,44.818,511.52,"09:55",38.52
302,2018-01-08,1,42.672,419.57,"09:25",27.74
302,2018-01-09,1,46.624,868.25,"10:14",42.6
302,2018-01-10,1,43.764,493.6,"09:59",36.13
302,2018-01-11,1,46.874,475.81,"10:02",37
302,2018-01-12,1,48.25,313.82,"09:25",33.25
302,2018-01-15,1,44.984,283.75,"10:02",28.51
302,2018-01-16,1,43.595,388.26,"09:42",35.11
302,2018-01-17,1,41.678,459.3,"09:23",33.65
302,2018-01-18,1,45.075,372.15,"09:31",32.4
302,2018-01-19,1,46.068,484.9,"09:37",34.91
302,2018-01-22,1,53.161,390.25,"09:01",27.93
302,2018-01-23,1,40.5,358.45,"10:01",29.9
302,2018-01-24,1,42.331,873.54,"09:38",39.86
302,2018-01-25,1,42.136,352.81,"09:29",26.67
302,2018-01-26,1,42.628,414.5,"09:27",26.56
302,2018-01-29,1,41.974,248.26,"09:03",21.92
302,2018-01-30,1,79.11,534.5,"12:56",37.33
302,2018-01-31,1,46.304,426,"09:51",70.76
303,2018-01-11,1,56.278,117.05,"08:01",6.27
303,2018-01-12,1,228.55,1133.01,"08:34",23.67
303,2018-01-15,1,246.295,158.4,"08:52",17.09
303,2018-01-16,1,64.398,104.4,"08:00",8.76
303,2018-01-23,1,96.223,135.76,"07:44",12.61
303,2018-01-24,1,76.623,279.3,"06:11",14.76
303,2018-01-25,1,75.326,183.12,"05:40",11.04
303,2018-01-26,1,116.016,321.66,"08:19",16.68
303,2018-01-29,1,56.962,222.35,"08:14",11.18
303,2018-01-31,1,109.375,235.3,"08:26",16.22
304,2018-01-02,1,150.941,234.42,"10:45",25.33
304,2018-01-03,1,65.333,447.29,"08:34",30.4
304,2018-01-05,1,87.112,378.2,"11:05",27.92
304,2018-01-08,1,0.04,101.4,"07:20",5.15
304,2018-01-09,1,49.418,111.18,"03:39",9.31
304,2018-01-10,1,49.518,35.2,"04:16",5.69
304,2018-01-11,1,44.778,213.4,"08:02",12.78
304,2018-01-12,1,54.639,107.66,"08:06",13.94
304,2018-01-15,1,45.694,152.2,"07:38",7.59
304,2018-01-16,1,89.869,143.1,"09:16",21.67
304,2018-01-17,1,60.942,236.55,"08:54",20.91
304,2018-01-19,1,38.26,121.95,"05:18",10.56
304,2018-01-25,1,24.278,967.76,"07:56",17.35
304,2018-01-26,1,254.226,292.6,"09:07",14.45
304,2018-01-29,1,39.368,166.61,"07:24",8.36
304,2018-01-30,1,149.252,589.46,"10:40",22.49
304,2018-01-31,1,37.207,185.6,"06:46",9.01
305,2018-01-02,1,53.136,181.7,"08:32",21.05
305,2018-01-03,1,47.539,62.78,"08:12",8.02
305,2018-01-04,1,79.298,238.8,"09:06",18.38
305,2018-01-05,1,33.716,252.8,"09:28",14.65
305,2018-01-08,1,134.472,373.8,"12:03",23.56
305,2018-01-09,1,63.051,288.1,"08:28",21.72
305,2018-01-10,1,51.798,364.85,"09:38",29.72
305,2018-01-11,1,79.023,171.75,"09:16",21.74
305,2018-01-12,1,62.5,417.51,"09:45",32.87
305,2018-01-15,1,97.519,92.99,"08:33",16.39
305,2018-01-17,1,59.736,281,"10:07",23.67
305,2018-01-18,1,79.771,212.1,"09:30",21.65
305,2018-01-19,1,64.504,152.25,"09:32",22.48
305,2018-01-22,1,72.4,86.3,"08:42",12.71
305,2018-01-23,1,75.213,363.98,"09:49",29.94
305,2018-01-24,1,71.67,392.3,"09:45",21.9
305,2018-01-25,1,79.119,107.05,"09:20",18.94
305,2018-01-26,1,68.219,370.96,"09:44",29.42
305,2018-01-29,1,71.46,216.46,"08:59",19.69
305,2018-01-30,1,69.777,392,"10:03",28.01
305,2018-01-31,1,76.85,273.69,"08:49",80.6
306,2018-01-11,1,68.861,573.15,"05:16",19.77
306,2018-01-12,1,129.533,743.2,"08:59",43.46
306,2018-01-15,1,103.877,272.3,"06:51",23.62
306,2018-01-16,1,132.846,568.58,"10:08",42.87
306,2018-01-17,1,141.535,704.1,"09:13",43.28
306,2018-01-18,1,138.295,421.35,"08:42",36.5
306,2018-01-19,1,99.582,594,"08:12",39.7
306,2018-01-22,1,94.629,425.34,"09:13",21.39
307,2018-01-04,1,81.875,172.55,"07:56",20.4
307,2018-01-05,1,75.341,85.95,"08:36",8.3
307,2018-01-08,1,66.81,161.55,"07:00",10.71
307,2018-01-09,1,42.086,89.65,"07:41",10.23
307,2018-01-10,1,114.807,267.85,"11:29",19.11
307,2018-01-11,1,42,86.65,"06:36",6.44
307,2018-01-15,1,109.774,91.72,"06:01",10.92
307,2018-01-16,1,238.258,45.6,"07:24",9.31
307,2018-01-17,1,109.263,296,"09:36",17.39
307,2018-01-18,1,35.023,207.9,"07:04",12.87
307,2018-01-19,1,39.075,174.95,"07:28",14.78
307,2018-01-22,1,46.649,240.15,"07:54",17.98
307,2018-01-23,1,47.933,294.2,"07:41",25
307,2018-01-24,1,38.497,115.28,"06:54",12.72
307,2018-01-25,1,37.615,76.47,"07:22",12.31
307,2018-01-26,1,180.043,287.45,"08:17",22.19
307,2018-01-29,1,43.41,633.15,"08:21",23.65
307,2018-01-30,1,278.348,941.27,"10:12",43
307,2018-01-31,1,31.763,1159.95,"10:14",87.91
308,2018-01-02,1,61.691,403.85,"08:32",23.34
308,2018-01-03,1,59.776,1048.1,"09:58",39.3
308,2018-01-04,1,57.76,550.65,"07:24",28.91
308,2018-01-05,1,80.581,835.2,"10:16",38.46
308,2018-01-08,1,70.02,451.55,"09:40",33.53
308,2018-01-09,1,67.893,764.2,"10:06",40.02
308,2018-01-10,1,67.211,641.62,"10:13",32.74
308,2018-01-11,1,89.731,620,"10:26",32.21
308,2018-01-12,1,76.163,929.85,"10:18",42.05
308,2018-01-15,1,76.976,784.65,"09:44",34.23
308,2018-01-16,1,44.051,871.8,"10:05",40.02
308,2018-01-17,1,67.099,686.1,"10:11",33.35
308,2018-01-18,1,54.959,553.7,"09:47",31.73
308,2018-01-19,1,77.272,718.55,"09:50",32.14
308,2018-01-23,1,62.062,960.05,"09:44",42.9
308,2018-01-24,1,58.389,1355.18,"10:04",45.36
308,2018-01-25,1,71.988,790.52,"10:34",38.98
308,2018-01-26,1,69.746,963.46,"09:49",40.07
308,2018-01-27,1,76.07,63,"03:53",7.58
308,2018-01-29,1,74.84,792.15,"09:43",37.54
308,2018-01-30,1,68.977,822.3,"10:09",44.03
308,2018-01-31,1,50.59,668.5,"10:24",89.3
309,2018-01-02,1,53.633,469.65,"08:50",28.71
309,2018-01-03,1,52.256,646.75,"09:35",39.8
309,2018-01-04,1,48.87,890.8,"09:37",40.57
309,2018-01-05,1,52.375,825.45,"09:52",45.36
309,2018-01-08,1,54.948,521.09,"09:44",37.72
309,2018-01-09,1,49.289,745.18,"09:37",43.31
309,2018-01-10,1,55.684,963.7,"09:56",48.02
309,2018-01-11,1,51.101,570.49,"09:53",35.37
309,2018-01-12,1,208.136,959.46,"12:47",50.03
309,2018-01-15,1,61.104,857.25,"09:40",37.02
309,2018-01-16,1,45.38,606.59,"09:46",40.03
309,2018-01-17,1,59.291,778.24,"09:36",48
309,2018-01-18,1,68.621,908.47,"09:59",48.56
309,2018-01-19,1,51.105,1197.45,"09:18",44.03
309,2018-01-20,1,25.7,99.15,"02:33",14.2
309,2018-01-22,1,57.087,752.94,"09:12",38.41
309,2018-01-23,1,61.663,1154.35,"10:12",49.82
309,2018-01-24,1,49.308,846.76,"09:43",44.54
309,2018-01-25,1,47.231,1017.37,"09:40",49.09
309,2018-01-26,1,55.092,816.72,"09:21",44.87
309,2018-01-29,1,55.077,570.68,"09:36",35.82
309,2018-01-30,1,50.022,1086.07,"09:45",48.45
309,2018-01-31,1,52.361,616.86,"09:42",92.97
310,2018-01-02,1,22.515,697.1,"09:09",37.19
310,2018-01-03,1,25.032,1471.74,"09:12",51.62
310,2018-01-04,1,23.039,1590.7,"09:34",60.21
310,2018-01-05,1,27.205,1223.35,"09:26",45.57
310,2018-01-08,1,25.753,937.56,"08:34",40.34
310,2018-01-09,1,27.596,1294.6,"09:21",52.09
310,2018-01-10,1,26.753,1203.9,"09:25",41.92
310,2018-01-11,1,32.751,791.3,"09:20",41.86
310,2018-01-12,1,26.187,1115.87,"09:11",46.35
310,2018-01-15,1,73.035,812.84,"11:43",39.33
310,2018-01-16,1,29.966,1252.5,"09:58",49.89
310,2018-01-17,1,31.164,1567.35,"09:42",56.43
310,2018-01-18,1,25.05,1000.8,"09:13",45.33
310,2018-01-19,1,27.929,1043.45,"09:33",42.79
310,2018-01-22,1,25.777,510,"08:56",31.56
310,2018-01-23,1,31.274,1418.97,"09:27",52.71
310,2018-01-24,1,26.696,1451.9,"09:54",52.96
310,2018-01-25,1,27.62,1055.8,"09:23",46.61
310,2018-01-26,1,27.47,1202.57,"09:04",47.63
310,2018-01-29,1,30.835,669.7,"08:48",36.25
310,2018-01-30,1,27.176,1290.45,"09:40",48.91
310,2018-01-31,1,31.387,1627.55,"10:03",60.88
311,2018-01-02,1,39.571,337.8,"08:09",31.01
311,2018-01-03,1,200,407.74,"08:50",37.69
311,2018-01-04,1,165,158.55,"07:29",35.63
311,2018-01-05,1,135,460.16,"07:39",42.1
311,2018-01-08,1,104.423,277.64,"06:31",31.61
311,2018-01-09,1,200,235.3,"08:32",43.73
311,2018-01-10,1,116.825,526.72,"08:30",51.75
311,2018-01-11,1,20.01,437.38,"07:35",39.69
311,2018-01-12,1,97.511,378.56,"07:27",38.6
311,2018-01-15,1,28.584,301.1,"07:43",35.57
311,2018-01-16,1,180,404,"07:13",34.63
311,2018-01-17,1,29.213,203.3,"07:21",33.75
311,2018-01-18,1,54.515,393.87,"07:32",44.28
311,2018-01-19,1,69.454,410.85,"07:49",40.02
311,2018-01-22,1,190,211.55,"05:38",27.32
311,2018-01-23,1,205,457.6,"08:04",44.75
311,2018-01-24,1,160,514.04,"08:04",41.46
311,2018-01-25,1,205,459.83,"07:53",37.02
311,2018-01-26,1,180,228.83,"06:46",28.35
311,2018-01-29,1,170,361.54,"07:22",35.96
311,2018-01-30,1,185,400.41,"09:29",44.04
311,2018-01-31,1,210,430.35,"09:27",47.34
312,2018-01-03,1,55.303,307.55,"08:47",30.77
312,2018-01-04,1,54.91,206.72,"09:22",23.9
312,2018-01-05,1,65.114,226.45,"09:37",23.12
312,2018-01-08,1,58.933,329.02,"09:02",28.84
312,2018-01-09,1,51.64,501.29,"09:29",30.35
312,2018-01-10,1,52.093,297.5,"09:07",29.94
312,2018-01-11,1,62.184,274.1,"09:38",27.41
312,2018-01-12,1,56.115,360.98,"09:40",29.95
312,2018-01-15,1,55.706,228.8,"08:55",22.69
312,2018-01-16,1,80.492,290.51,"11:10",34.65
312,2018-01-17,1,60.665,431.3,"09:29",30.43
312,2018-01-18,1,46.894,340.51,"09:33",28.62
312,2018-01-19,1,53.65,185.9,"09:00",24
312,2018-01-22,1,55.915,219.28,"08:39",22.48
312,2018-01-23,1,48.46,473.09,"09:31",31.16
312,2018-01-24,1,53.496,315.79,"09:11",34.26
312,2018-01-25,1,53.276,241.2,"08:13",26.96
312,2018-01-26,1,48.45,273.67,"08:53",29.19
312,2018-01-29,1,62.838,310.58,"09:23",26.14
312,2018-01-30,1,65.447,663.75,"10:26",37.22
312,2018-01-31,1,53.902,389.8,"09:38",39.58
313,2018-01-16,1,30,385.3,"09:25",13.27
313,2018-01-17,1,25,468.9,"09:02",16.15
313,2018-01-19,1,25,298.25,"09:18",13.3
313,2018-01-22,1,20,167.4,"08:43",9.83
313,2018-01-23,1,20,225.3,"09:21",11.31
313,2018-01-24,1,30,569.7,"09:29",16.81
313,2018-01-25,1,20,140.4,"02:54",6.75
313,2018-01-26,1,20,306.85,"09:53",15.98
313,2018-01-29,1,25,342,"06:26",10.44
313,2018-01-30,1,25,633.15,"09:32",14.32
313,2018-01-31,1,20,184.6,"02:48",9.84
314,2018-01-02,1,77.06,389.35,"08:36",22.81
314,2018-01-03,1,54.299,597.25,"09:22",37.04
314,2018-01-04,1,54.734,458.4,"09:23",25.11
314,2018-01-05,1,70.909,150.36,"09:29",14.92
314,2018-01-08,1,65.297,555.61,"08:01",26.94
314,2018-01-09,1,74.138,717.12,"09:27",32.76
314,2018-01-10,1,66.338,396.85,"09:54",29.96
314,2018-01-11,1,67.931,622.34,"09:26",34.82
314,2018-01-12,1,42.285,574.2,"06:57",27.44
314,2018-01-15,1,56.619,536.85,"08:55",25.68
314,2018-01-16,1,60.185,665.55,"09:48",41.93
314,2018-01-17,1,93.54,885.74,"12:03",37.94
314,2018-01-18,1,57.011,666.85,"09:10",37.83
314,2018-01-19,1,54.725,960.15,"09:19",41.35
314,2018-01-22,1,61.945,461.5,"10:18",31.46
314,2018-01-23,1,62.577,732.75,"10:00",41.57
314,2018-01-24,1,58.999,909.75,"09:47",42.54
314,2018-01-25,1,23.496,732.06,"09:01",35.92
314,2018-01-26,1,53.607,841.44,"09:19",37.97
314,2018-01-29,1,64.609,287.6,"07:52",28.47
314,2018-01-30,1,51.876,955.83,"09:37",42.08
314,2018-01-31,1,71.93,518.55,"09:17",33.56
315,2018-01-02,1,52.677,535.45,"08:35",34.12
315,2018-01-03,1,50.248,907.7,"09:10",34.7
315,2018-01-04,1,48.995,815,"09:14",36.39
315,2018-01-05,1,55.207,529.2,"09:30",34.86
315,2018-01-06,1,16.714,217,"02:54",15.26
315,2018-01-08,1,51.279,791.22,"08:16",35.68
315,2018-01-09,1,43.466,789.24,"09:04",32.32
315,2018-01-10,1,58.42,666,"09:05",29.66
315,2018-01-11,1,62.169,688.05,"09:13",36.3
315,2018-01-12,1,31.866,731.44,"08:51",36.72
315,2018-01-15,1,66.192,425.57,"08:38",28.73
315,2018-01-16,1,50.203,725.85,"09:17",34.95
315,2018-01-17,1,63.865,565.2,"09:29",31.42
315,2018-01-18,1,59.641,764.85,"09:32",30.28
315,2018-01-19,1,49.812,346.75,"08:58",27.43
315,2018-01-22,1,74.37,334.95,"08:48",24.51
315,2018-01-23,1,53.515,704.95,"08:57",35.91
315,2018-01-24,1,41.947,618.53,"08:58",30.4
315,2018-01-25,1,61.25,647.47,"08:58",35.14
315,2018-01-26,1,48.681,678.05,"08:58",32.39
315,2018-01-29,1,62.373,372.4,"08:45",24.8
315,2018-01-30,1,54.185,962.93,"09:54",40.57
315,2018-01-31,1,46.073,1030.1,"09:12",77.74
316,2018-01-02,1,38.987,611.86,"08:30",24.29
316,2018-01-03,1,43.389,861.44,"09:29",35.6
316,2018-01-04,1,46.198,1036.6,"09:40",32.25
316,2018-01-05,1,42.734,1050,"09:41",38.19
316,2018-01-08,1,45.293,1051.65,"08:32",36.7
316,2018-01-09,1,46.484,1110.73,"10:07",42.51
316,2018-01-10,1,45.897,1606.1,"09:52",46.88
316,2018-01-11,1,48.426,1112.75,"09:58",37.33
316,2018-01-12,1,45.264,1143.1,"09:27",33.55
316,2018-01-15,1,47.579,1352.1,"09:08",37.16
316,2018-01-16,1,40.558,1186.65,"09:32",40.93
316,2018-01-17,1,48.311,1599.7,"09:50",52.26
316,2018-01-18,1,48.22,990.65,"09:45",34.87
316,2018-01-19,1,41.521,859.95,"10:04",32.01
316,2018-01-22,1,40.898,657.01,"08:50",24.32
316,2018-01-23,1,35.733,904.8,"09:43",31.7
316,2018-01-24,1,64.615,1231.71,"12:28",33.33
316,2018-01-25,1,37.603,1000.27,"09:36",36.5
316,2018-01-26,1,46.26,781.25,"09:50",76.38
317,2018-01-02,1,52.021,382.93,"09:19",31.54
317,2018-01-03,1,49.924,589.85,"09:59",36.62
317,2018-01-04,1,47.2,237.5,"08:58",28.87
317,2018-01-05,1,47.371,440.75,"08:51",28.2
317,2018-01-08,1,48.785,492.38,"09:34",32.74
317,2018-01-09,1,45.948,622.95,"09:32",33.62
317,2018-01-10,1,50.385,425.4,"09:05",30.67
317,2018-01-11,1,66.3,293.98,"08:50",25.49
317,2018-01-12,1,49.013,507.99,"09:18",34.31
317,2018-01-15,1,46.367,394.87,"08:37",27.49
317,2018-01-16,1,46.21,464.05,"09:08",30.9
317,2018-01-17,1,37.371,712.9,"09:21",31.66
317,2018-01-18,1,42.266,387.9,"08:43",28.42
317,2018-01-19,1,39.831,272.19,"08:52",31.01
317,2018-01-20,1,24.852,239.64,"04:36",12.42
317,2018-01-22,1,82.955,765.9,"11:30",37.75
317,2018-01-23,1,52.202,342.37,"09:31",30.44
317,2018-01-24,1,46.368,527.87,"09:30",36.17
317,2018-01-25,1,48.808,254.49,"09:10",31.14
317,2018-01-26,1,45.359,596.8,"08:46",31.34
317,2018-01-29,1,55.137,437.25,"08:49",26.74
317,2018-01-30,1,51.992,333.55,"09:31",27.74
317,2018-01-31,1,54.795,473.23,"09:11",35.09
318,2018-01-02,1,177.134,216.8,"11:38",15.22
318,2018-01-03,1,49.263,99.25,"06:50",7.66
318,2018-01-04,1,38.455,69.14,"09:56",8.32
318,2018-01-05,1,59.459,257.61,"09:12",21.29
318,2018-01-08,1,43.521,38.95,"09:45",5.95
318,2018-01-09,1,75.079,226.8,"12:14",20.04
318,2018-01-10,1,58.724,36.15,"06:40",8.87
318,2018-01-11,1,37.293,61.55,"07:51",9.23
318,2018-01-12,1,57.141,110,"09:11",13.07
318,2018-01-13,1,27.893,331,"05:05",17.8
318,2018-01-15,1,50.474,56.02,"07:28",9.12
318,2018-01-16,1,57.006,120.75,"07:59",13.56
318,2018-01-18,1,66.846,240.05,"08:46",12.07
318,2018-01-19,1,36.636,531.6,"07:21",20.95
318,2018-01-22,1,46.879,686.75,"05:24",20.8
318,2018-01-23,1,50.994,751.75,"09:06",30.86
318,2018-01-24,1,68.258,765.45,"09:08",24.38
318,2018-01-25,1,75.326,511,"09:56",22.65
318,2018-01-26,1,61.938,622.1,"07:42",22.24
318,2018-01-29,1,55.317,241.15,"08:08",14.54
318,2018-01-31,1,46.856,483.35,"10:02",58.74
319,2018-01-02,1,54.852,772.94,"09:33",33.48
319,2018-01-03,1,49.106,565.1,"09:18",29.69
319,2018-01-04,1,50.3,896.45,"09:35",37.27
319,2018-01-05,1,52.281,647.05,"10:26",32.1
319,2018-01-08,1,63.32,905.05,"09:51",36.51
319,2018-01-09,1,51.033,886.1,"09:24",42.91
319,2018-01-10,1,45.068,1010.4,"09:39",42.95
319,2018-01-11,1,50.954,718.96,"09:37",38.64
319,2018-01-12,1,52.215,817.91,"09:56",40.22
319,2018-01-15,1,47.562,854.5,"09:09",36.36
319,2018-01-16,1,46.603,1313.15,"09:36",45.15
319,2018-01-17,1,50.606,864.35,"09:29",34.79
319,2018-01-18,1,50.13,1033.92,"09:46",41.45
319,2018-01-19,1,53.131,1067.05,"09:32",41.18
319,2018-01-22,1,42.045,629.68,"08:42",25.48
319,2018-01-23,1,78.188,912.1,"11:28",47.42
319,2018-01-24,1,43.859,1084.55,"09:36",45.76
319,2018-01-25,1,57.897,963.12,"10:03",43.72
319,2018-01-26,1,49.648,1019.36,"09:40",34.32
319,2018-01-27,1,28,102.85,"02:14",13.6
319,2018-01-29,1,53.922,1127.45,"09:21",39.02
319,2018-01-30,1,45.664,1373.01,"09:46",46.5
319,2018-01-31,1,46.858,943.56,"09:33",44.77
320,2018-01-03,1,59.041,610.01,"10:24",34.4
320,2018-01-04,1,50.256,799.17,"10:09",36.95
320,2018-01-05,1,46.845,452.31,"10:01",30.23
320,2018-01-08,1,115.727,406.4,"07:18",38.01
320,2018-01-09,1,140.75,542.3,"10:49",54.39
320,2018-01-10,1,143.881,675.06,"10:48",59.1
320,2018-01-11,1,137.228,453.94,"08:40",44.48
320,2018-01-12,1,226.657,757.17,"12:44",67.61
320,2018-01-15,1,179.622,528.55,"10:00",48.71
320,2018-01-16,1,62.588,431.7,"10:16",47
320,2018-01-17,1,119.729,684.8,"10:00",50.23
320,2018-01-18,1,170.217,416.36,"09:15",47.06
320,2018-01-19,1,130.384,277.15,"07:43",38.38
320,2018-01-22,1,124.988,390.74,"06:30",31.04
320,2018-01-23,1,107.513,406.1,"07:14",41.31
320,2018-01-24,1,134.86,340.75,"08:25",32.51
320,2018-01-25,1,138.227,371.1,"08:15",35.96
320,2018-01-26,1,120.844,429.56,"08:19",37.76
320,2018-01-29,1,124.89,302.7,"06:11",28.96
320,2018-01-30,1,140.276,654.82,"10:05",61.09
320,2018-01-31,1,146.139,572.03,"08:39",46.67
321,2018-01-02,1,83.302,281,"08:15",20.86
321,2018-01-03,1,81.753,1007.08,"09:40",47.88
321,2018-01-04,1,110.795,800.65,"10:30",50.27
321,2018-01-05,1,88.892,872.59,"08:58",36.23
321,2018-01-06,1,75.742,58.75,"03:54",8.58
321,2018-01-08,1,117.899,365.34,"08:57",23.8
321,2018-01-09,1,125.317,789.8,"12:29",43.31
321,2018-01-10,1,87.648,468.63,"09:40",35.83
321,2018-01-11,1,128.541,547.9,"09:21",31.32
321,2018-01-12,1,79.05,488.86,"08:11",38
321,2018-01-15,1,71.367,421.85,"08:37",31.92
321,2018-01-16,1,83.458,904.05,"09:51",48.43
321,2018-01-17,1,95.18,932.19,"10:37",50.18
321,2018-01-18,1,87.664,519.25,"08:48",37.09
321,2018-01-19,1,105.249,845.14,"12:02",47.59
321,2018-01-20,1,75.632,43.65,"03:13",8.44
321,2018-01-22,1,82.842,337.7,"08:25",28.81
321,2018-01-23,1,80.234,1003.55,"09:29",53.15
321,2018-01-24,1,83.636,543.81,"09:27",42.64
321,2018-01-25,1,69.031,600.3,"09:26",44.81
321,2018-01-26,1,75.759,626.5,"09:14",41.26
321,2018-01-29,1,81.283,421.77,"07:54",31.91
321,2018-01-30,1,85.538,544.21,"09:42",42.49
321,2018-01-31,1,84.483,714.16,"09:04",102.51
322,2018-01-02,1,145.593,304.58,"08:41",34.96
322,2018-01-03,1,60.211,384.27,"09:20",39.14
322,2018-01-04,1,113.988,391.35,"09:24",39.16
322,2018-01-05,1,134.111,712.75,"09:40",54.91
322,2018-01-06,1,45,262.95,"03:18",20.3
322,2018-01-08,1,145.791,605.03,"08:50",39.93
322,2018-01-09,1,69.49,409.09,"09:28",45.62
322,2018-01-10,1,149.551,611.15,"09:30",44.75
322,2018-01-11,1,170.381,444.64,"09:51",38.7
322,2018-01-12,1,135.006,485.02,"10:18",46.56
322,2018-01-15,1,150.662,120.93,"08:56",28.24
322,2018-01-16,1,121.137,361.59,"09:28",34.45
322,2018-01-17,1,122.02,788.3,"10:24",48.36
322,2018-01-18,1,134.448,416.5,"09:31",44.4
322,2018-01-19,1,123.227,263.3,"09:21",30.3
322,2018-01-22,1,145.499,321.33,"09:33",35.5
322,2018-01-23,1,134.768,337.15,"09:08",37.8
322,2018-01-24,1,146.424,398.17,"09:20",37.17
322,2018-01-25,1,257.058,784.02,"11:58",51.24
322,2018-01-26,1,155.676,437.52,"09:35",39.33
322,2018-01-29,1,142.882,495.28,"09:32",45.07
322,2018-01-30,1,115.303,531.83,"09:44",47.84
322,2018-01-31,1,152.168,473.37,"09:35",114.06
323,2018-01-02,1,160.288,188.4,"06:06",22.29
323,2018-01-03,1,119.977,533.76,"07:20",37.81
